person_identifier,rural_urban,survey_weight,smoke,age,race,gender,highest_education,educ_highest_school_grade,educ_current_level
319995,Urban,470.5522,No,48,African,Female,Grade 7 (Std. 5),Grade 7/Std. 5,
731547,Urban,470.5522,No,24,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
308358,Farms,846.9688,No,28,African,Female,Grade 9 (Std. 7/Form 2),Grade 9/Std. 7/Form 2,
668483,Urban,1418.554,No,44,White,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
381058,Urban,4874.333,No,35,African,Female,Diploma requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
381563,Urban,4874.333,No,53,African,Female,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
302103,Traditional,56.16554,No,54,African,Female,Grade 2 (Previously Sub B/Class 2),No schooling,
720681,Traditional,56.16554,Yes,29,African,Male,Grade 3 (Std. 1),Grade 2/Sub B/Class 2,
720682,Traditional,56.16554,No,20,African,Male,Grade 5 (Std. 3),Grade 5/Std. 3,
720684,Traditional,56.16554,No,23,African,Female,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
720685,Traditional,56.16554,No,18,African,Female,Grade 5 (Std. 3),Grade 5/Std. 3,
744680,Traditional,56.16554,No,40,African,Female,Grade 7 (Std. 5),Grade 7/Std. 5,
316753,Traditional,457.383,No,40,African,Female,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
316754,Traditional,457.383,Yes,48,African,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
316756,Traditional,457.383,No,77,African,Female,No Schooling,No schooling,
406440,Traditional,457.383,No,19,African,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
323583,Urban,1609.237,No,42,Coloured,Male,Grade 7 (Std. 5),Grade 8/Std. 6/Form 1,
315538,Farms,429.7978,No,31,African,Male,Grade 11 (Std. 9/Form 4),Grade 10/Std. 8/Form 3,
407053,Farms,429.7978,No,21,African,Female,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,Grade 11/Std. 9/Form 4
748277,Farms,429.7978,No,25,African,Female,Grade 9 (Std. 7/Form 2),Grade 9/Std. 7/Form 2,
789981,Farms,429.7978,No,18,African,Male,Grade 9 (Std. 7/Form 2),Grade 9/Std. 7/Form 2,Grade 10/Std. 8/Form 3
640275,Urban,3376.776,No,66,White,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
410845,Urban,603.5695,No,23,Coloured,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
760714,Urban,603.5695,Yes,25,Coloured,Male,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
318627,Farms,538.8221,No,52,African,Female,Grade 5 (Std. 3),Grade 5/Std. 3,
744137,Farms,538.8221,Yes,27,African,Male,Grade 8 (Std. 6/Form 1),Grade 8/Std. 6/Form 1,
796185,Farms,538.8221,No,54,African,Male,Certificate not requiring Grade 12/Std. 10,Grade 7/Std. 5,
304920,Urban,266.5462,No,27,African,Female,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
728151,Urban,266.5462,No,61,African,Male,Grade 6 (Std. 4),Grade 6/Std. 4,
791168,Urban,266.5462,Yes,60,Coloured,Female,Grade 5 (Std. 3),Grade 5/Std. 3,
314775,Traditional,890.5924,No,27,African,Male,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
314777,Traditional,890.5924,No,63,African,Female,Grade 6 (Std. 4),Grade 6/Std. 4,
315320,Traditional,890.5924,No,26,African,Male,Grade 9 (Std. 7/Form 2),Grade 9/Std. 7/Form 2,
409146,Traditional,890.5924,No,23,African,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
723018,Traditional,890.5924,No,32,African,Male,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
302392,Traditional,949.4401,Yes,30,African,Male,Grade 7 (Std. 5),Grade 7/Std. 5,
302394,Traditional,949.4401,No,80,African,Female,Grade 7 (Std. 5),Grade 7/Std. 5,
302395,Traditional,949.4401,No,27,African,Male,Grade 9 (Std. 7/Form 2),Grade 9/Std. 7/Form 2,
731180,Traditional,949.4401,No,48,African,Female,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
312625,Traditional,427.8694,No,86,African,Female,Grade 4 (Std. 2),Grade 4/Std. 2,
410004,Traditional,427.8694,No,19,African,Male,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,Grade 12/Std. 10/Form 5/Matric/Senior Certificate
407871,Urban,276.0543,No,21,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,Bachelors Degree
322592,Urban,943.1818,No,45,African,Female,Grade 6 (Std. 4),Grade 6/Std. 4,
324022,Urban,943.1818,No,24,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
492779,Urban,943.1818,No,18,African,Male,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,Grade 12/Std. 10/Form 5/Matric/Senior Certificate
582529,Urban,943.1818,No,48,African,Male,Grade 7 (Std. 5),Grade 7/Std. 5,
317594,Farms,3136.408,No,36,African,Female,Certificate not requiring Grade 12/Std. 10,Grade 11/Std. 9/Form 4,
692901,Urban,855.7519,No,62,Asian/Indian,Female,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
302344,Traditional,1282.639,No,55,African,Female,Grade 5 (Std. 3),Grade 5/Std. 3,
302390,Traditional,1282.639,No,64,African,Male,Grade 5 (Std. 3),Grade 5/Std. 3,
320243,Urban,1023.799,No,39,Coloured,Female,Grade 8 (Std. 6/Form 1),Grade 8/Std. 6/Form 1,
320502,Urban,1023.799,No,40,Coloured,Male,Grade 9 (Std. 7/Form 2),Grade 7/Std. 5,
411548,Urban,1023.799,Yes,19,Coloured,Female,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
723748,Traditional,647.9056,No,41,African,Female,Grade 9 (Std. 7/Form 2),Grade 9/Std. 7/Form 2,
723749,Traditional,647.9056,No,54,African,Male,Grade 8 (Std. 6/Form 1),Grade 8/Std. 6/Form 1,
407189,Traditional,1389.388,No,21,African,Male,Grade 9 (Std. 7/Form 2),Grade 9/Std. 7/Form 2,Grade 10/Std. 8/Form 3
744335,Traditional,1389.388,No,50,African,Female,Grade 8 (Std. 6/Form 1),Grade 8/Std. 6/Form 1,
733119,Urban,250.1346,Yes,43,Coloured,Female,Certificate not requiring Grade 12/Std. 10,Grade 10/Std. 8/Form 3,
312714,Traditional,963.4966,No,28,African,Female,Certificate not requiring Grade 12/Std. 10,Grade 11/Std. 9/Form 4,
319436,Urban,1154.402,No,31,African,Female,Certificate not requiring Grade 12/Std. 10,Grade 11/Std. 9/Form 4,Certificate not requiring Grade 12/Std. 10
312063,Traditional,1041.736,No,29,African,Female,Certificate requiring Grade 12/Std. 10,Grade 11/Std. 9/Form 4,
381341,Traditional,1250.414,No,42,African,Male,Certificate not requiring Grade 12/Std. 10,Grade 11/Std. 9/Form 4,
702026,Traditional,1250.414,No,21,African,Female,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
716565,Traditional,1250.414,No,39,African,Female,Grade 6 (Std. 4),Grade 6/Std. 4,
755794,Traditional,1250.414,No,18,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
730560,Farms,103.1875,No,41,African,Female,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
731738,Farms,103.1875,No,20,African,Female,Grade 7 (Std. 5),Grade 7/Std. 5,
319747,Urban,316.6131,No,78,Coloured,Male,No Schooling,No schooling,
319748,Urban,316.6131,No,64,Coloured,Female,No Schooling,No schooling,
722640,Urban,316.6131,No,31,Coloured,Female,Grade 9 (Std. 7/Form 2),Grade 9/Std. 7/Form 2,
722641,Urban,316.6131,No,47,Coloured,Female,Grade 6 (Std. 4),Grade 6/Std. 4,
724654,Urban,543.1447,No,32,African,Female,Diploma requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
724655,Urban,543.1447,No,36,African,Male,Certificate not requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
309598,Urban,747.793,No,62,African,Female,Grade 5 (Std. 3),Grade 5/Std. 3,
311876,Traditional,255.8431,No,58,African,Female,No Schooling,No schooling,
407042,Traditional,255.8431,No,18,African,Female,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
582664,Traditional,255.8431,No,56,African,Male,No Schooling,No schooling,
314157,Traditional,2697.275,Yes,26,African,Male,Grade 8 (Std. 6/Form 1),Grade 8/Std. 6/Form 1,
314158,Traditional,2697.275,No,46,African,Female,No Schooling,No schooling,
303868,Urban,3201.645,No,40,African,Female,Honours Degree,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
730490,Urban,3201.645,No,30,African,Male,Diploma not requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,Certificate requiring Grade 12/Std. 10
307020,Urban,5188.901,No,48,African,Male,Certificate requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
322672,Urban,752.5598,No,67,Coloured,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
591037,Urban,752.5598,No,66,Coloured,Male,Grade 5 (Std. 3),Grade 5/Std. 3,
318047,Traditional,408.1972,No,46,African,Female,Grade 4 (Std. 2),Grade 4/Std. 2,
408398,Traditional,408.1972,No,20,African,Female,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,Grade 12/Std. 10/Form 5/Matric/Senior Certificate
408399,Traditional,408.1972,No,18,African,Male,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,Grade 12/Std. 10/Form 5/Matric/Senior Certificate
407769,Traditional,592.4575,No,20,African,Male,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,Grade 12/Std. 10/Form 5/Matric/Senior Certificate
669240,Urban,541.3293,No,60,White,Female,Diploma requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
312593,Urban,836.957,No,33,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
406458,Urban,836.957,No,23,African,Male,Grade 9 (Std. 7/Form 2),Grade 9/Std. 7/Form 2,Grade 10/Std. 8/Form 3
785701,Urban,836.957,No,22,African,Female,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,Grade 12/Std. 10/Form 5/Matric/Senior Certificate
324182,Urban,9638.463,Yes,39,Coloured,Female,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
305045,Urban,3442.842,Yes,51,African,Male,Grade 8 (Std. 6/Form 1),Grade 8/Std. 6/Form 1,
323430,Urban,1661.128,No,40,Coloured,Female,Certificate requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
302051,Urban,847.6685,No,34,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
774966,Urban,847.6685,No,36,African,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
301478,Traditional,352.3537,No,27,African,Female,Certificate not requiring Grade 12/Std. 10,Grade 11/Std. 9/Form 4,
301488,Traditional,352.3537,No,30,African,Male,Grade 9 (Std. 7/Form 2),Grade 9/Std. 7/Form 2,
316951,Traditional,1493.344,No,48,African,Male,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
314501,Urban,2502.846,Yes,25,Coloured,Female,Diploma requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
316253,Traditional,1004.354,No,73,African,Female,No Schooling,No schooling,
316267,Traditional,1004.354,Yes,25,African,Male,Grade 5 (Std. 3),Grade 6/Std. 4,
316268,Traditional,1004.354,No,25,African,Male,Grade 7 (Std. 5),Grade 7/Std. 5,
409046,Traditional,1004.354,Yes,22,African,Male,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
409047,Traditional,1004.354,No,20,African,Female,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
409048,Traditional,1004.354,No,18,African,Female,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,Grade 11/Std. 9/Form 4
309423,Urban,13298.09,No,33,African,Male,Bachelors Degree,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
316256,Traditional,1396.158,Yes,55,African,Male,Grade 7 (Std. 5),Grade 7/Std. 5,
313090,Urban,110.5372,No,87,African,Female,No Schooling,No schooling,
750177,Urban,110.5372,No,23,African,Male,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
750491,Urban,110.5372,No,28,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
752377,Urban,110.5372,No,34,African,Female,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
771503,Urban,110.5372,No,19,African,Female,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,Grade 11/Std. 9/Form 4
787972,Urban,110.5372,No,18,African,Female,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,Grade 11/Std. 9/Form 4
600085,Urban,1973.894,Yes,40,White,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
651166,Urban,1973.894,No,18,White,Female,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,Grade 11/Std. 9/Form 4
591500,Urban,2368.967,No,29,Coloured,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
319216,Urban,57.36345,Yes,58,Coloured,Female,No Schooling,No schooling,
320605,Urban,57.36345,Yes,54,Coloured,Male,Grade 5 (Std. 3),Grade 5/Std. 3,
411495,Urban,57.36345,Yes,20,Coloured,Female,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
412095,Farms,240.8128,No,18,Coloured,Female,Grade 8 (Std. 6/Form 1),Grade 8/Std. 6/Form 1,
694432,Urban,2218.56,No,78,White,Female,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
321854,Urban,159.8722,Yes,44,Coloured,Female,No Schooling,No schooling,
321855,Urban,159.8722,Yes,53,Coloured,Male,No Schooling,No schooling,
307169,Urban,1789.209,No,35,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
724266,Urban,1789.209,No,19,African,Female,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,Grade 12/Std. 10/Form 5/Matric/Senior Certificate
313015,Traditional,555.9371,No,25,African,Female,Certificate not requiring Grade 12/Std. 10,Grade 11/Std. 9/Form 4,Certificate not requiring Grade 12/Std. 10
317126,Traditional,555.9371,Yes,78,African,Female,Grade 7 (Std. 5),Grade 7/Std. 5,
640157,Urban,3170.436,No,57,White,Female,Bachelors Degree,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
661798,Urban,3170.436,No,59,White,Male,Bachelors Degree,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
324187,Urban,5271.017,No,39,Coloured,Female,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
412184,Urban,5271.017,No,23,Coloured,Male,Grade 9 (Std. 7/Form 2),Grade 9/Std. 7/Form 2,
412186,Urban,5271.017,No,18,Coloured,Male,Grade 7 (Std. 5),Grade 7/Std. 5,
744087,Urban,5271.017,No,65,Coloured,Female,No Schooling,No schooling,
768097,Urban,5271.017,No,20,Coloured,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,Bachelors Degree
309258,Urban,2684.278,Yes,34,African,Male,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
724384,Urban,2684.278,No,29,African,Female,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
310081,Urban,9521.188,Yes,60,African,Male,Grade 8 (Std. 6/Form 1),Grade 8/Std. 6/Form 1,
310085,Urban,9521.188,No,52,African,Female,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
312629,Traditional,466.9585,No,50,African,Female,Grade 6 (Std. 4),Grade 6/Std. 4,
410024,Traditional,466.9585,No,19,African,Male,Grade 9 (Std. 7/Form 2),Grade 9/Std. 7/Form 2,Grade 10/Std. 8/Form 3
704744,Traditional,466.9585,No,22,African,Male,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,Grade 11/Std. 9/Form 4
745173,Traditional,466.9585,No,21,African,Male,Grade 9 (Std. 7/Form 2),Grade 9/Std. 7/Form 2,Grade 10/Std. 8/Form 3
311772,Urban,2801.017,No,28,African,Male,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
302382,Traditional,884.1185,Yes,35,African,Male,Grade 8 (Std. 6/Form 1),Grade 8/Std. 6/Form 1,
755508,Traditional,884.1185,No,31,African,Female,Grade 9 (Std. 7/Form 2),Grade 9/Std. 7/Form 2,
317752,Urban,428.4692,Yes,37,African,Male,Grade 9 (Std. 7/Form 2),Grade 7/Std. 5,
583191,Urban,428.4692,No,29,African,Female,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
306639,Urban,12435.65,No,60,African,Male,"Higher Degree (Masters, Doctorate)",Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
791537,Urban,12435.65,No,28,African,Female,Diploma requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
305067,Traditional,1253.758,No,70,African,Female,No Schooling,No schooling,
307313,Traditional,1253.758,Yes,24,African,Male,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
771145,Urban,1159.367,No,38,African,Female,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
319050,Urban,1662.258,No,32,Coloured,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
502215,Urban,1662.258,No,40,Coloured,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
320860,Urban,476.8449,No,70,African,Female,Grade 8 (Std. 6/Form 1),Grade 8/Std. 6/Form 1,
320862,Urban,476.8449,No,57,African,Female,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
320865,Urban,476.8449,No,30,African,Male,Grade 11 (Std. 9/Form 4),Grade 10/Std. 8/Form 3,
410525,Urban,476.8449,No,20,African,Female,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
323703,Urban,283.9504,Yes,32,African,Male,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
735355,Urban,283.9504,No,30,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
302135,Urban,1180.102,No,64,African,Female,Grade 6 (Std. 4),Grade 6/Std. 4,
302167,Urban,1180.102,No,29,African,Female,Certificate requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
720215,Urban,1180.102,No,62,African,Male,Grade 8 (Std. 6/Form 1),Grade 8/Std. 6/Form 1,
301380,Traditional,388.725,No,35,Coloured,Female,No Schooling,No schooling,
403219,Urban,577.3348,No,22,African,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,Diploma requiring Grade 12/Std. 10
775127,Urban,577.3348,No,22,African,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,Diploma requiring Grade 12/Std. 10
792503,Urban,577.3348,No,22,African,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,Diploma requiring Grade 12/Std. 10
323776,Urban,775.7942,No,35,Coloured,Female,Grade 9 (Std. 7/Form 2),Grade 9/Std. 7/Form 2,
323777,Urban,775.7942,Yes,60,Coloured,Female,Grade 3 (Std. 1),Grade 3/Std. 1,
311447,Urban,257.4536,No,42,African,Male,No Schooling,No schooling,
721419,Urban,257.4536,No,43,African,Female,No Schooling,No schooling,
768322,Urban,257.4536,No,22,African,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
305178,Farms,1425.111,No,26,African,Female,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
321886,Urban,639.2167,Yes,43,African,Male,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
321887,Urban,639.2167,No,31,African,Female,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
303121,Urban,150.4507,No,39,Asian/Indian,Male,Certificate requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
303122,Urban,150.4507,No,31,Asian/Indian,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 10/Std. 8/Form 3,
303456,Traditional,318.7269,No,89,African,Female,No Schooling,No schooling,
720545,Traditional,318.7269,No,45,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
302265,Urban,5807.355,No,39,African,Male,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
799572,Urban,5807.355,No,27,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
303021,Traditional,186.5249,No,58,African,Female,No Schooling,No schooling,
304591,Urban,835.3261,No,31,African,Female,Grade 10 (Std. 8/Form 3),Grade 11/Std. 9/Form 4,
304600,Urban,835.3261,No,26,African,Female,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
750971,Urban,835.3261,No,34,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
408236,Urban,130.3707,No,18,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,Diploma requiring Grade 12/Std. 10
314174,Traditional,2948.308,No,24,African,Male,Grade 9 (Std. 7/Form 2),Grade 9/Std. 7/Form 2,
314186,Traditional,2948.308,No,26,African,Female,Certificate requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
314522,Traditional,2948.308,No,50,African,Female,Grade 2 (Previously Sub B/Class 2),Grade 5/Std. 3,
407257,Traditional,2948.308,No,19,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
407259,Traditional,2948.308,No,22,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
409229,Urban,797.0493,No,22,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,Diploma requiring Grade 12/Std. 10
407115,Traditional,3962.273,Yes,25,African,Male,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
318686,Traditional,2264.741,No,76,African,Female,No Schooling,No schooling,
318687,Traditional,2264.741,No,34,African,Female,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
731777,Traditional,218.2451,No,48,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
734704,Traditional,218.2451,No,85,African,Female,No Schooling,No schooling,
318028,Urban,320.7444,No,24,African,Male,Bachelors Degree and diploma,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
750205,Urban,320.7444,No,52,African,Female,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
628193,Urban,1301.459,Yes,39,White,Male,Others (Specify),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
302479,Urban,1474.615,No,47,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
304573,Urban,887.5955,No,40,African,Female,Diploma requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
731462,Urban,887.5955,Yes,42,African,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
316334,Traditional,3329.29,No,24,African,Female,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
303093,Traditional,1755.821,No,28,African,Male,Certificate requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
316799,Traditional,973.4746,No,34,African,Female,Grade 8 (Std. 6/Form 1),Grade 8/Std. 6/Form 1,
320324,Traditional,1530.935,No,33,African,Female,Diploma not requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
410942,Traditional,1530.935,Yes,23,African,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
305263,Urban,210.1396,No,78,Coloured,Female,Grade 3 (Std. 1),Grade 3/Std. 1,
323237,Urban,210.1396,No,47,Coloured,Female,Grade 9 (Std. 7/Form 2),Grade 9/Std. 7/Form 2,
324007,Urban,210.1396,No,24,Coloured,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
412424,Urban,210.1396,No,24,Coloured,Male,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
401999,Farms,2792.734,Yes,21,African,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
708462,Traditional,97.02789,No,65,African,Female,Grade 7 (Std. 5),Grade 7/Std. 5,
747035,Traditional,97.02789,No,92,African,Female,Grade 5 (Std. 3),Grade 5/Std. 3,
301409,Urban,2205.937,Yes,25,African,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
301410,Urban,2205.937,No,41,African,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
301413,Urban,2205.937,No,46,African,Female,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
402190,Urban,2205.937,No,18,African,Male,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,Grade 12/Std. 10/Form 5/Matric/Senior Certificate
313976,Urban,775.5224,No,25,African,Female,Certificate requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
